brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
62409,for_sale,79000,3,2,0.07,1940220,Naguabo,Puerto Rico,718,890,
60831,for_sale,130000,3,2,282.71,1947691,San Lorenzo,Puerto Rico,754,1295,
59533,for_sale,122000,3,2,0.09,179676,Las Piedras,Puerto Rico,771,1170,
81909,for_sale,290000,4,3,0.78,1902792,Las Piedras,Puerto Rico,771,3500,
62409,for_sale,78000,3,1,0.06,1972577,Humacao,Puerto Rico,791,799,
40848,for_sale,85000,3,2,0.07,1898685,Yabucoa,Puerto Rico,767,849,
62409,for_sale,136000,3,2,0.17,1957559,Humacao,Puerto Rico,791,1044,
40848,for_sale,60000,3,1,0.07,249008,Humacao,Puerto Rico,741,841,
65672,for_sale,175000,3,2,0.5,821255,Humacao,Puerto Rico,791,1201,
12434,for_sale,325000,3,2,,415048,Humacao,Puerto Rico,791,2060,
12434,for_sale,879000,4,3,0.19,1842914,Humacao,Puerto Rico,791,2183,
12434,for_sale,575000,3,3,0.06,1312778,Humacao,Puerto Rico,791,2200,
82828,for_sale,769000,4,4,0.31,1838708,Caguas,Puerto Rico,726,3947,
60441,for_sale,350000,1,2,,907202,Humacao,Puerto Rico,791,1011,
61543,for_sale,640000,2,2,,1867550,Humacao,Puerto Rico,971,1141,
52707,for_sale,405000,3,2,,1471270,Humacao,Puerto Rico,791,1572,
12434,for_sale,635000,3,3,,1629118,Humacao,Puerto Rico,791,2127,
83071,for_sale,125000,,,0.46,1089234,Gurabo,Puerto Rico,778,,
60441,for_sale,350000,,,0.68,1758554,Humacao,Puerto Rico,791,,
52707,for_sale,43000,3,1,0.17,1856944,Arroyo,Puerto Rico,714,870,
52707,for_sale,63900,5,2,0.08,1277715,Arroyo,Puerto Rico,714,1393,
87549,for_sale,66500,3,1,0.08,1898710,Arroyo,Puerto Rico,714,900,
59533,for_sale,59100,4,1,0.09,1940668,Arroyo,Puerto Rico,714,900,
52707,for_sale,110000,3,2,0.04,268634,Bayamon,Puerto Rico,956,1156,
29940,for_sale,149000,3,1,0.1,2000731,Bayamon,Puerto Rico,956,1000,
50739,for_sale,149900,3,1,0.08,892421,Toa Alta,Puerto Rico,953,900,
8263,for_sale,499999,3,3,0.09,1850787,Ponce,Puerto Rico,715,4300,
5254,for_sale,37000,,,0.08,1946166,Ponce,Puerto Rico,715,,
52707,for_sale,49900,3,1,0.09,1837499,Salinas,Puerto Rico,751,870,
52707,for_sale,405000,,,18.82,1902883,Santa Isabel,Puerto Rico,757,,
52707,for_sale,405000,,,18.82,1902882,Santa Isabel,Puerto Rico,757,,
16842,for_sale,126300,3,2,0.05,1158321,Ponce,Puerto Rico,716,860,
52707,for_sale,150000,5,3,0.32,727642,Naguabo,Puerto Rico,716,1604,
26765,for_sale,859000,4,3,,273034,Ponce,Puerto Rico,716,3611,
88444,for_sale,225000,,,0.81,1878694,Ponce,Puerto Rico,716,,
62066,for_sale,150000,2,2,102.07,1550875,Ponce,Puerto Rico,717,,
72216,for_sale,250000,3,3,,955844,Ponce,Puerto Rico,717,,
72216,for_sale,875000,8,10,0.14,1783633,Ponce,Puerto Rico,717,6154,
8263,for_sale,168000,3,1,0.01,1473563,Ponce,Puerto Rico,717,822,
62066,for_sale,220000,3,3,2.89,1855776,Ponce,Puerto Rico,717,2400,
5254,for_sale,89000,,,6,1323626,Ponce,Puerto Rico,717,,
8263,for_sale,750000,,,1.81,1941336,Ponce,Puerto Rico,717,,
72216,for_sale,190000,,,0.86,6715,Ponce,Puerto Rico,717,,
52707,for_sale,70000,3,1,0.06,1916096,Naguabo,Puerto Rico,718,2723,
40848,for_sale,75000,10,5,0.12,1549042,Naguabo,Puerto Rico,718,1582,
40848,for_sale,51700,2,1,0.13,1136548,Naguabo,Puerto Rico,718,741,
52707,for_sale,135450,3,2,1.03,1902749,Naguabo,Puerto Rico,718,1977,
11010,for_sale,40000,3,2,0.06,1311684,Naguabo,Puerto Rico,718,1019,
23780,for_sale,385000,3,2,1.09,1809265,Naguabo,Puerto Rico,718,2229,
105192,for_sale,499950,4,2,0.25,1854930,Naguabo,Puerto Rico,718,3600,
105192,for_sale,499000,4,4,0.49,1940321,Naguabo,Puerto Rico,718,1631,
65672,for_sale,550000,3,2,0.52,1868709,Naguabo,Puerto Rico,718,2300,
52707,for_sale,300000,,,30.4,1856950,Naguabo,Puerto Rico,718,,
52707,for_sale,50000,,,0.17,6526,Naguabo,Puerto Rico,718,,
32511,for_sale,1500000,2,1,40.8,569149,Naguabo,Puerto Rico,718,900,
32511,for_sale,1600000,,,53,1856942,Naguabo,Puerto Rico,718,,
46470,for_sale,3000000,,,194.22,1916932,Naguabo,Puerto Rico,718,,
49909,for_sale,50000,3,2,0.46,484294,Naranjito,Puerto Rico,719,1318,
85121,for_sale,55000,2,1,0.97,404952,Naranjito,Puerto Rico,719,1500,
85121,for_sale,70000,2,1,0.23,1311260,Naranjito,Puerto Rico,719,620,
83881,for_sale,77000,2,1,,1840562,Toa Baja,Puerto Rico,949,900,
92147,for_sale,125000,4,2,0.03,355162,Toa Baja,Puerto Rico,949,1111,
52707,for_sale,280000,2,1,,1855447,San Juan,Puerto Rico,901,565,
52707,for_sale,3700000,3,2,,1668988,San Juan,Puerto Rico,907,2000,
52707,for_sale,636000,1,1,,952456,San Juan,Puerto Rico,901,1300,
29323,for_sale,3300000,2,2,,1446877,San Juan,Puerto Rico,911,1780,
74819,for_sale,71900,4,2,0.09,1902812,Trujillo Alto,Puerto Rico,976,2329,
59533,for_sale,50000,2,1,0.12,496523,Cidra,Puerto Rico,739,1000,
1205,for_sale,65000,3,3,0.07,1868589,BayamÃ³n,Puerto Rico,959,1115,
52707,for_sale,53000,5,2,0.04,1875874,Guayama,Puerto Rico,784,1800,
61710,for_sale,85000,3,2,0.08,1875887,Bayamon,Puerto Rico,956,1050,
61710,for_sale,70000,3,1,,124798,Bayamon,Puerto Rico,956,835,
52707,for_sale,135000,4,3,0.1,1902766,Cidra,Puerto Rico,739,1750,
59533,for_sale,81700,4,2,0.08,1875893,Humacao,Puerto Rico,791,1000,
63454,for_sale,110000,3,2,0,1359861,Gurabo,Puerto Rico,778,1409,
40848,for_sale,72600,3,2,0.13,1556120,Patillas,Puerto Rico,723,1326,
31474,for_sale,73000,3,2,,36842,Caguas,Puerto Rico,725,1071,
59533,for_sale,340000,6,4,0.14,562881,Caguas,Puerto Rico,727,2499,
92147,for_sale,196000,3,2,,196154,San Juan,Puerto Rico,956,1163,
3606,for_sale,169000,3,2,,1557026,San Juan,Puerto Rico,918,1549,
109906,for_sale,182995,3,2,0.1,1957832,San Juan,Puerto Rico,926,1388,
3606,for_sale,335000,3,2,,6390,Guaynabo,Puerto Rico,969,1900,
52707,for_sale,165000,3,2,,1850786,Carolina,Puerto Rico,987,2168,
3633,for_sale,100000,2,2,,1935403,Trujillo Alto,Puerto Rico,976,939,
109906,for_sale,224995,4,3,0.32,35093,San Juan,Puerto Rico,926,2500,
61543,for_sale,500000,,,12.14,1902863,San Juan,Puerto Rico,926,,
52707,for_sale,165000,,,5.9,1913923,Cidra,Puerto Rico,739,,
52707,for_sale,90000,,,0.99,1837515,Bayamon,Puerto Rico,957,,
52707,for_sale,5500000,,,417.58,1382566,Guayama,Puerto Rico,784,,
81909,for_sale,750000,,,21.76,1902885,San Lorenzo,Puerto Rico,754,,
52707,for_sale,55500,,,2.35,1902808,Guaynabo,Puerto Rico,970,,
66902,for_sale,380000,,,78.66,1902753,Yabucoa,Puerto Rico,767,,########
78414,for_sale,1356000,,,29,1961201,Salinas,Puerto Rico,751,,
92147,for_sale,163600,4,3,1,885374,Toa Alta,Puerto Rico,953,2396,
30807,for_sale,90800,3,1,0.07,1837617,Trujillo Alto,Puerto Rico,976,800,
103379,for_sale,73000,3,2,0.21,1320005,Toa Alta,Puerto Rico,953,1000,
52707,for_sale,175000,10,4,0.08,616486,San Juan,Puerto Rico,915,2905,
85081,for_sale,119000,4,2,0.09,1843432,Carolina,Puerto Rico,983,1072,
92147,for_sale,75100,3,2,,1884157,Toa Alta,Puerto Rico,953,1111,
92147,for_sale,82000,3,1,,38827,San Juan,Puerto Rico,969,,
52707,for_sale,47000,,,0.28,1966348,Yabucoa,Puerto Rico,767,,
52707,for_sale,210000,3,2,0.13,1902884,Santa Isabel,Puerto Rico,757,2198,
3763,for_sale,75000,3,1,,1873899,Salinas,Puerto Rico,751,700,
59533,for_sale,67000,3,2,0.57,595148,Guayama,Puerto Rico,784,1000,
40848,for_sale,95000,3,2,0.07,1446809,Guayama,Puerto Rico,784,1264,
52707,for_sale,300000,4,5,0.37,1856943,Yabucoa,Puerto Rico,767,4902,
31474,for_sale,81000,4,1,0.36,1856930,Bayamon,Puerto Rico,956,1071,
109906,for_sale,146995,4,3,0.36,1900767,Toa Alta,Puerto Rico,953,,
102845,for_sale,185000,3,2,,930330,Guaynabo,Puerto Rico,969,1436,
109906,for_sale,180000,3,3,,1840571,Guaynabo,Puerto Rico,969,2080,
52270,for_sale,67000,7,3,0.06,1879205,Caguas,Puerto Rico,725,1410,
18214,for_sale,185000,4,2,0.34,1850276,San Lorenzo,Puerto Rico,754,1100,
92147,for_sale,97000,3,1,0.06,1898733,Caguas,Puerto Rico,725,2447,
83881,for_sale,85800,3,1,0.12,1837666,Bayamon,Puerto Rico,957,810,
59533,for_sale,118000,3,2,0.09,1905559,Cidra,Puerto Rico,739,920,
3633,for_sale,93300,3,1,0.3,358960,San Juan,Puerto Rico,924,900,
83881,for_sale,79000,3,2,0.04,1837665,Bayamon,Puerto Rico,956,1039,
40848,for_sale,93500,6,5,0.14,541415,Juncos,Puerto Rico,777,2790,
59533,for_sale,83100,3,2,,6944,Caguas,Puerto Rico,725,1100,
59533,for_sale,98400,3,3,0.17,1659013,Cidra,Puerto Rico,739,14000,
59533,for_sale,145000,4,2,0.09,1665394,San Juan,Puerto Rico,926,1000,
59533,for_sale,148000,3,2,,196746,Guaynabo,Puerto Rico,969,1500,
109906,for_sale,250000,3,3,0.74,1902762,Juncos,Puerto Rico,777,2200,
102845,for_sale,2985000,7,6,0.54,1117580,Guaynabo,Puerto Rico,969,7920,
33009,for_sale,165000,6,3,0.09,1984068,BayamÃ³n,Puerto Rico,959,1764,
52707,for_sale,25000,,,0.12,1857730,Guayama,Puerto Rico,784,,
102845,for_sale,1350000,5,5,0.25,1652951,Guaynabo,Puerto Rico,969,4120,
52707,for_sale,357000,,,35.11,1902758,Salinas,Puerto Rico,751,,
52707,for_sale,269000,,,5.16,1966322,Cayey,Puerto Rico,736,,
52707,for_sale,90000,,,0.25,1837620,Cayey,Puerto Rico,736,,
12434,for_sale,585000,,,2.05,1854724,Toa Alta,Puerto Rico,953,,
52707,for_sale,198000,,,0.75,1902780,Guaynabo,Puerto Rico,969,,
12434,for_sale,2850000,,,150,3752,Gurabo,Puerto Rico,778,,
92147,for_sale,118800,3,2,0.27,248870,Bayamon,Puerto Rico,959,1390,
92147,for_sale,127600,6,4,0.25,1708890,Bayamon,Puerto Rico,961,2705,
83881,for_sale,110000,3,2,0.15,1946312,Bayamon,Puerto Rico,957,1197,
59533,for_sale,85000,7,3,0.09,387614,Caguas,Puerto Rico,925,2087,
82387,for_sale,65000,2,1,,1710287,Bayamon,Puerto Rico,956,699,
52707,for_sale,210000,7,4,0.12,142796,Cayey,Puerto Rico,736,3800,
103379,for_sale,319900,4,3,0.16,1900771,Guaynabo,Puerto Rico,969,2308,
109906,for_sale,150000,3,2,,1840570,Guaynabo,Puerto Rico,969,1285,
52707,for_sale,65000,,,3.88,1902737,Cayey,Puerto Rico,736,,
52707,for_sale,265000,3,2,0.11,1875878,Guaynabo,Puerto Rico,969,1896,
52707,for_sale,117500,3,2,,1384991,Bayamon,Puerto Rico,957,1300,
52707,for_sale,50000,,,0.32,1913922,Caguas,Puerto Rico,725,,
11394,for_sale,89000,3,1,,1877128,Caguas,Puerto Rico,725,907,
92147,for_sale,110100,3,2,0.06,917992,Toa Alta,Puerto Rico,,1126,
52707,for_sale,550000,5,5,0.13,270767,Guaynabo,Puerto Rico,969,3240,
78414,for_sale,135000,3,2,,560780,Bayamon,Puerto Rico,961,1453,
52707,for_sale,110000,2,1,0.07,1898698,Caguas,Puerto Rico,725,953,
52707,for_sale,302400,7,5,0.5,389073,Caguas,Puerto Rico,725,3312,
83071,for_sale,210000,4,3,,7025,Guaynabo,Puerto Rico,969,1660,
100431,for_sale,135000,3,2,,1612126,Bayamon,Puerto Rico,956,1224,
109906,for_sale,127000,3,2,0.13,1921831,Bayamon,Puerto Rico,956,1300,
52707,for_sale,18900,,,0.58,1916028,Caguas,Puerto Rico,725,,
40848,for_sale,142500,3,1,0.09,1902797,Caguas,Puerto Rico,725,920,
64069,for_sale,115000,3,2,,1945876,Guaynabo,Puerto Rico,969,952,
61543,for_sale,1750000,6,3,0.25,1516764,San Juan,Puerto Rico,926,5700,
52707,for_sale,498000,,,6.02,1868644,San Juan,Puerto Rico,926,,
52707,for_sale,60000,,,0.28,1913917,Caguas,Puerto Rico,727,,
52707,for_sale,90000,,,3.22,1966336,San Lorenzo,Puerto Rico,754,,
52707,for_sale,900000,5,2,0.97,1950721,San Juan,Puerto Rico,926,3500,
66902,for_sale,325000,,,0.73,1902734,San Juan,Puerto Rico,926,,
46475,for_sale,85000,,,0.8,9320,Guaynabo,Puerto Rico,971,,
52707,for_sale,645000,,,41.71,1856946,Gurabo,Puerto Rico,778,,
103378,for_sale,250000,,,31.16,1850801,Cayey,Puerto Rico,737,,
52707,for_sale,950000,,,74.84,1856940,Gurabo,Puerto Rico,778,,
52707,for_sale,140000,,,0.31,1856939,Guaynabo,Puerto Rico,971,,
52707,for_sale,3400000,,,4.97,1870151,Caguas,Puerto Rico,726,,
40848,for_sale,66000,3,2,0.3,1913910,Caguas,Puerto Rico,725,1777,
3633,for_sale,75100,3,2,0.67,1916053,Yabucoa,Puerto Rico,767,857,
3633,for_sale,75000,3,1,0.8,1140396,Guayama,Puerto Rico,784,952,
59533,for_sale,105000,4,4,0.09,1801664,Caguas,Puerto Rico,725,1280,
3633,for_sale,76000,3,2,0.97,436055,Gurabo,Puerto Rico,778,906,
59533,for_sale,67000,3,1,0.1,1842742,Guayama,Puerto Rico,784,800,
52707,for_sale,195000,6,3,0.22,1855318,Bayamon,Puerto Rico,956,1240,
52707,for_sale,295000,3,5,0.39,1598289,Bayamon,Puerto Rico,959,2608,
52707,for_sale,220000,11,5,1.34,1902862,Cayey,Puerto Rico,736,2100,
52707,for_sale,49000,3,2,0.13,1312997,Patillas,Puerto Rico,723,900,
86129,for_sale,83500,4,2,0.08,1875742,Bayamon,Puerto Rico,956,1822,
52707,for_sale,149000,8,5,0.08,1928415,Bayamon,Puerto Rico,956,2364,
59533,for_sale,149000,3,2,0.1,1308439,Cayey,Puerto Rico,736,1450,
46667,for_sale,285000,4,2,0.48,1837544,Guaynabo,Puerto Rico,965,1700,
3633,for_sale,120600,3,2,,151122,Guaynabo,Puerto Rico,969,1102,
52707,for_sale,495000,5,3,0.37,1902810,BayamÃ³n,Puerto Rico,957,3154,
59533,for_sale,190000,3,3,0.1,1854859,Cayey,Puerto Rico,736,1700,
49569,for_sale,175000,4,2,0.08,388122,Bayamon,Puerto Rico,959,1480,
3633,for_sale,104200,4,2,0.09,1307759,Bayamon,Puerto Rico,956,1254,
52270,for_sale,105100,3,2,,528552,Toa Alta,Puerto Rico,953,1318,
3633,for_sale,110100,3,2,0.29,13011,Caguas,Puerto Rico,725,1152,
3633,for_sale,106000,4,2,0.08,1875875,Guayama,Puerto Rico,784,1050,
60444,for_sale,125000,6,3,0.08,913413,Bayamon,Puerto Rico,956,1625,
52270,for_sale,78000,3,1,,6383,Caguas,Puerto Rico,727,892,
3606,for_sale,1800000,5,3,0.5,1854914,Guaynabo,Puerto Rico,966,5600,
52707,for_sale,1500000,5,4,0.89,1856936,Cayey,Puerto Rico,736,6000,
52707,for_sale,28500,,,0.1,1716865,Guayama,Puerto Rico,784,,
18214,for_sale,89000,3,1,,916624,San Juan,Puerto Rico,926,850,
46667,for_sale,410000,4,3,0.12,1868713,Guaynabo,Puerto Rico,966,1700,
52707,for_sale,1300000,,,15.64,1902795,Cayey,Puerto Rico,736,,
52707,for_sale,110000,,,0.67,1668921,Guaynabo,Puerto Rico,969,,
52707,for_sale,50000,,,0.26,1946310,Cidra,Puerto Rico,739,,
52707,for_sale,300000,,,8.9,1902826,San Juan,Puerto Rico,928,,
52707,for_sale,83000,,,0.97,1880724,Cayey,Puerto Rico,737,,
37634,for_sale,120000,,,1.33,1121964,Guaynabo,Puerto Rico,971,,
44904,for_sale,100000,,,1.32,199789,Bayamon,Puerto Rico,961,,
92147,for_sale,58000,2,2,,1984742,San Juan,Puerto Rico,907,819,
3633,for_sale,97000,3,2,0.21,1900799,Juncos,Puerto Rico,777,802,
52707,for_sale,90000,3,1,0.05,1868674,Catano,Puerto Rico,962,800,
109906,for_sale,135000,6,3,0.06,210906,San Juan,Puerto Rico,920,3466,
66902,for_sale,125000,2,2,,419027,San Juan,Puerto Rico,917,921,
1205,for_sale,475200,4,2,,1563795,San Juan,Puerto Rico,907,2834,
77432,for_sale,6750000,,,0.19,621709,San Juan,Puerto Rico,911,,
52707,for_sale,85000,3,2,,1927730,Trujillo Alto,Puerto Rico,976,992,
52270,for_sale,55000,2,1,,938966,San Juan,Puerto Rico,921,700,
83881,for_sale,56700,2,1,0.05,1900772,Catano,Puerto Rico,962,1025,
59533,for_sale,120000,3,2,0.09,1666732,Juncos,Puerto Rico,777,1160,
52707,for_sale,139000,7,5,0.09,1805560,San Juan,Puerto Rico,924,2321,
52270,for_sale,139000,3,2,,1151319,Carolina,Puerto Rico,983,1454,
52270,for_sale,127000,3,2,0.1,709160,Trujillo Alto,Puerto Rico,976,1050,
28154,for_sale,675000,3,1,,1417551,Old San Juan,Puerto Rico,926,2037,
103379,for_sale,106100,3,1,0.12,1928589,Toa Baja,Puerto Rico,949,1000,
52707,for_sale,105000,2,1,,607461,San Juan,Puerto Rico,925,807,
83881,for_sale,73000,3,1,0.05,388120,Catano,Puerto Rico,962,872,
32511,for_sale,1820000,6,4,0.12,637662,San Juan,Puerto Rico,911,2295,
46667,for_sale,125000,3,1,,46294,San Juan,Puerto Rico,918,1106,
52270,for_sale,98500,3,2,,1733264,Trujillo Alto,Puerto Rico,967,1200,
3633,for_sale,80000,6,1,0.21,879135,San Juan,Puerto Rico,920,756,
11394,for_sale,69900,3,2,0.02,436478,Juncos,Puerto Rico,777,720,
59533,for_sale,101000,5,2,0.08,1898714,Carolina,Puerto Rico,987,1700,
52707,for_sale,96000,4,2,0.04,836569,San Juan,Puerto Rico,915,1357,
41507,for_sale,195000,2,2,0.97,1730868,Rio Grande,Puerto Rico,745,1441,
12875,for_sale,95000,6,3,0.07,1731624,San Juan,Puerto Rico,920,1841,
3633,for_sale,110000,3,2,1.15,432920,Toa Baja,Puerto Rico,949,1166,
92147,for_sale,85000,1,1,0.09,143942,Toa Baja,Puerto Rico,949,3767,
52707,for_sale,85000,3,1,,1323610,San Juan,Puerto Rico,924,722,
46667,for_sale,200000,3,2,,394282,Guaynabo,Puerto Rico,969,1228,
12434,for_sale,749000,4,3,0.12,1590795,San Juan,Puerto Rico,907,3750,
46667,for_sale,750000,8,7,0.07,1531490,San Juan,Puerto Rico,907,2500,
13133,for_sale,90000,3,2,0.93,1884174,Carolina,Puerto Rico,979,1200,
52707,for_sale,105000,3,2,,112085,Trujillo Alto,Puerto Rico,976,1181,
18214,for_sale,74900,2,1,3.4,12846,Trujillo Alto,Puerto Rico,926,850,
3561,for_sale,200000,4,2,0.07,293686,San Juan,Puerto Rico,920,1200,
74819,for_sale,119000,3,2,,914204,San Juan,Puerto Rico,926,1204,
100431,for_sale,123900,3,2,0.08,1394763,Carolina,Puerto Rico,979,777,
52707,for_sale,250000,4,3,0.1,1667475,Guaynabo,Puerto Rico,966,2700,
61710,for_sale,200000,3,2,,1842168,Guaynabo,Puerto Rico,969,1228,
46667,for_sale,110000,3,1,0.04,1875976,San Juan,Puerto Rico,926,900,
104635,for_sale,69000,3,1,,595719,San Juan,Puerto Rico,926,809,
46667,for_sale,850000,8,6,0.12,354523,San Juan,Puerto Rico,909,4111,
52707,for_sale,179000,2,2,,672758,San Juan,Puerto Rico,927,1008,
46667,for_sale,385000,3,2,0.18,516350,San Juan,Puerto Rico,926,1200,
38569,for_sale,49000,,,0.86,916696,Ceiba,Puerto Rico,735,,
38569,for_sale,30000,,,0.15,917069,Juncos,Puerto Rico,777,,
81909,for_sale,120000,3,1,,379626,San Juan,Puerto Rico,920,806,
28110,for_sale,1600000,3,2,0.04,1935483,San Juan,Puerto Rico,901,3176,
52707,for_sale,112500,4,3,0.09,1691276,Fajardo,Puerto Rico,738,3500,
3633,for_sale,68100,3,2,2.57,1730912,Carolina,Puerto Rico,983,1264,
3633,for_sale,140000,3,2,0.55,1837658,Trujillo Alto,Puerto Rico,976,1816,
74819,for_sale,66500,3,1,0.07,1664320,San Juan,Puerto Rico,907,1374,
86129,for_sale,43000,2,1,0.06,1578426,San Juan,Puerto Rico,915,616,
82387,for_sale,75000,2,1,,821099,Bayamon,Puerto Rico,961,721,
3606,for_sale,215000,2,1,0.15,471591,San Juan,Puerto Rico,909,598,
12434,for_sale,495000,4,4,0.06,93691,San Juan,Puerto Rico,911,2634,
74819,for_sale,120000,3,2,,797033,Trujillo Alto,Puerto Rico,976,1200,
50739,for_sale,72900,3,2,,1843082,Toa Baja,Puerto Rico,949,1300,
3633,for_sale,128300,3,2,,917012,San Juan,Puerto Rico,926,1265,
52707,for_sale,114900,3,2,0.07,1837281,Trujillo Alto,Puerto Rico,926,900,
52707,for_sale,99000,3,2,,1897485,San Juan,Puerto Rico,926,997,
52707,for_sale,1100000,7,6,0.32,1854961,Trujillo Alto,Puerto Rico,976,5508,
105192,for_sale,95500,1,1,,1203656,San Juan,Puerto Rico,920,577,
11394,for_sale,165000,,,0.19,396215,San Juan,Puerto Rico,926,,
18211,for_sale,135300,5,2,0.08,1888301,Bayamon,Puerto Rico,958,2000,
92147,for_sale,72000,3,2,0.08,1197183,Toa Baja,Puerto Rico,949,1260,
52707,for_sale,51450,3,1,0.04,872203,San Juan,Puerto Rico,915,786,
52707,for_sale,52500,3,1,,66153,Caguas,Puerto Rico,725,848,
52707,for_sale,91500,6,3,0.06,1643925,San Juan,Puerto Rico,921,2016,
52707,for_sale,56000,3,1,0.04,1622051,San Juan,Puerto Rico,915,725,
66533,for_sale,86450,3,3,0.06,214207,San Juan,Puerto Rico,920,1340,
52270,for_sale,69000,3,1,0.06,1879213,Cayey,Puerto Rico,736,750,
3633,for_sale,109400,3,2,1.18,601684,Bayamon,Puerto Rico,959,1390,
61710,for_sale,175000,4,2,0.08,1508827,San Juan,Puerto Rico,920,1204,
78414,for_sale,145000,3,2,0.32,1522030,Bayamon,Puerto Rico,959,1200,
18211,for_sale,160000,3,1,0.09,1876014,Bayamon,Puerto Rico,961,1000,
78414,for_sale,219000,6,4,0.12,1801204,San Juan,Puerto Rico,917,2503,
82387,for_sale,135000,2,2,,1600834,San Juan,Puerto Rico,907,1203,
52270,for_sale,150000,3,2,0.08,1884234,Toa Alta,Puerto Rico,953,992,
3633,for_sale,125000,3,2,,600751,San Juan,Puerto Rico,918,,
61543,for_sale,399000,4,2,,370482,Guaynabo,Puerto Rico,971,2700,
3633,for_sale,74400,3,1,,596004,San Juan,Puerto Rico,920,845,
82387,for_sale,87000,3,1,,1136711,Bayamon,Puerto Rico,960,975,
78414,for_sale,240000,6,4,0.12,1257879,San Juan,Puerto Rico,918,3498,
3633,for_sale,125000,3,1,0.16,1843056,Trujillo Alto,Puerto Rico,976,567,
74819,for_sale,139500,3,2,,1868643,Trujillo Alto,Puerto Rico,976,1300,
3633,for_sale,134000,3,2,0.94,1612111,San Juan,Puerto Rico,926,1288,
18211,for_sale,115000,3,2,0.03,1947690,Toa Baja,Puerto Rico,949,1250,
62210,for_sale,329000,3,1,0.74,1186146,San Juan,Puerto Rico,918,2500,
82828,for_sale,184000,,,0.02,1569242,San Juan,Puerto Rico,907,,
60831,for_sale,1500000,,,2.29,1447116,Catano,Puerto Rico,962,,
52707,for_sale,1382000,,,0.91,1272535,San Juan,Puerto Rico,923,,
31474,for_sale,161000,3,3,0.49,332163,Guaynabo,Puerto Rico,965,2372,
52707,for_sale,92500,3,1,0.17,1913915,Toa Alta,Puerto Rico,953,1027,
81909,for_sale,99900,3,2,,1840573,Trujillo Alto,Puerto Rico,976,1174,
18211,for_sale,73400,3,1,0.08,1854829,Toa Baja,Puerto Rico,949,950,
31474,for_sale,135000,4,2,0.09,947744,San Juan,Puerto Rico,927,1644,
52707,for_sale,89500,3,1,,1877125,Bayamon,Puerto Rico,961,939,
81909,for_sale,91000,3,2,,508317,Trujillo Alto,Puerto Rico,976,998,
52270,for_sale,150000,3,2,0.2,562636,Toa Alta,Puerto Rico,953,1290,
52707,for_sale,165000,3,2,,1868648,Guaynabo,Puerto Rico,966,1445,
81736,for_sale,92000,3,2,0.09,1868645,Cidra,Puerto Rico,739,930,
1205,for_sale,114000,3,1,0.06,522005,Trujillo Alto,Puerto Rico,976,827,
92147,for_sale,85000,3,1,0.03,1070964,Toa Baja,Puerto Rico,949,,
31474,for_sale,228000,3,2,0.06,763180,Guaynabo,Puerto Rico,965,1953,
50999,for_sale,140000,4,2,0.09,1837650,Toa Alta,Puerto Rico,949,1225,
40689,for_sale,116000,3,1,,1862037,Bayamon,Puerto Rico,956,1027,
52707,for_sale,169000,4,2,0.05,1854927,Guaynabo,Puerto Rico,969,1200,
78414,for_sale,525000,4,2,0.09,1898727,Guaynabo,Puerto Rico,966,2064,
23780,for_sale,1175000,4,3,0.32,1842716,Guaynabo,Puerto Rico,969,4453,
18211,for_sale,124000,4,2,0.09,332865,Bayamon,Puerto Rico,959,1100,
29325,for_sale,835000,5,3,0.27,501077,San Juan,Puerto Rico,927,3559,
1205,for_sale,101000,3,2,,1007312,San Juan,Puerto Rico,924,1294,
1205,for_sale,350000,4,2,0.1,523870,Trujillo Alto,Puerto Rico,976,2303,
52707,for_sale,360000,3,2,,1159280,San Juan,Puerto Rico,918,2200,
99732,for_sale,1950000,2,2,0.07,1403014,San Juan,Puerto Rico,907,2883,
35686,for_sale,1299000,5,3,0.25,1868685,San Juan,Puerto Rico,926,4000,
31474,for_sale,116000,3,2,,143827,San Juan,Puerto Rico,926,1159,
52707,for_sale,849000,5,5,0.27,1884557,Guaynabo,Puerto Rico,966,3160,
52707,for_sale,100000,,,4.34,1902822,Cidra,Puerto Rico,739,,
3633,for_sale,97300,3,2,,1858328,Caguas,Puerto Rico,,1075,
18211,for_sale,36000,3,1,,1840561,Bayamon,Puerto Rico,959,835,
3633,for_sale,69000,2,1,1.45,1034246,Cidra,Puerto Rico,739,653,
3633,for_sale,128000,3,2,1.19,1875840,San Lorenzo,Puerto Rico,754,1616,
47931,for_sale,160000,4,2,0.28,6485,Caguas,Puerto Rico,725,1500,
18211,for_sale,62000,3,1,,1840568,Bayamon,Puerto Rico,961,794,
62409,for_sale,315000,4,5,0.24,672842,Gurabo,Puerto Rico,778,3840,
59533,for_sale,122000,8,4,0.08,477355,San Juan,Puerto Rico,921,3000,
86129,for_sale,82000,3,2,,1446812,Trujillo Alto,Puerto Rico,976,999,
